# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
P2U-Bardon-LWS02;601;2022-05-14 18:30:01 UTC;2.44;5115.73;190073.58;0.03;193044.78;14.19;0.00;4.80;33.81
P2U-Bardon-LWS02;600;2022-05-14 18:40:01 UTC;647.51;5019.69;187558.06;2.45;191953.83;1624.50;840.06;603.70;24.50
P2U-Bardon-LWS02;600;2022-05-14 18:50:01 UTC;202.31;5507.04;187665.02;3.02;191135.46;72.82;2.71;71.07;94.10
P2U-Bardon-LWS02;600;2022-05-14 19:00:01 UTC;3136.67;5155.44;191036.05;29.31;199630.25;1578.28;268.70;533.05;28.86
P2U-Bardon-LWS02;600;2022-05-14 19:10:01 UTC;24.48;4892.04;190526.91;0.35;193733.42;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-14 19:20:01 UTC;13.06;5234.48;188196.44;0.12;191651.75;15.35;205.81;21.63;9.78
P2U-Bardon-LWS02;599;2022-05-14 19:30:01 UTC;2.10;5133.81;188657.02;0.03;191608.39;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-14 19:40:01 UTC;577.37;5127.68;189536.63;1.50;193550.45;1633.37;136.20;418.36;23.64
P2U-Bardon-LWS02;600;2022-05-14 19:50:01 UTC;50.48;5541.15;190118.74;1.38;193469.51;16.43;0.00;15.43;93.88
P2U-Bardon-LWS02;600;2022-05-14 20:00:01 UTC;7336.59;5500.01;190529.72;25.35;198672.04;2227.10;190.16;1483.43;61.37
P2U-Bardon-LWS02;600;2022-05-14 20:10:01 UTC;41.67;5297.32;188864.42;0.25;192130.54;20.73;0.00;14.75;71.12
P2U-Bardon-LWS02;600;2022-05-14 20:20:01 UTC;105.12;5212.50;187667.77;0.05;191009.26;22.37;106.47;3.70;2.87
P2U-Bardon-LWS02;600;2022-05-14 20:30:01 UTC;12.17;5108.80;192404.20;0.14;195380.00;2.17;0.00;0.00;0.15
P2U-Bardon-LWS02;600;2022-05-14 20:40:01 UTC;1037.64;5149.46;188581.80;1.06;193018.15;1621.95;386.72;679.92;33.85
P2U-Bardon-LWS02;600;2022-05-14 20:50:01 UTC;37.33;5361.98;187805.43;0.98;191144.39;34.16;2.69;26.33;71.46
P2U-Bardon-LWS02;600;2022-05-14 21:00:01 UTC;5364.51;5312.24;189273.52;13.41;198006.60;1758.47;141.60;1083.79;57.04
P2U-Bardon-LWS02;600;2022-05-14 21:10:02 UTC;8.77;5184.46;187636.70;0.14;190903.06;31.31;5.34;3.07;8.38
P2U-Bardon-LWS02;599;2022-05-14 21:20:01 UTC;4.52;5230.37;190107.53;0.06;193439.01;9.71;1.40;3.33;29.94
P2U-Bardon-LWS02;600;2022-05-14 21:30:01 UTC;2.30;5282.46;190996.49;0.03;194042.26;6.07;0.00;6.01;99.07
P2U-Bardon-LWS02;600;2022-05-14 21:40:01 UTC;694.40;5036.20;187502.95;0.81;191946.19;1749.85;1019.49;447.30;16.15
P2U-Bardon-LWS02;600;2022-05-14 21:50:01 UTC;271.47;5566.97;190095.28;0.50;193391.50;81.87;1.34;82.47;99.11
P2U-Bardon-LWS02;600;2022-05-14 22:00:01 UTC;2099.66;5206.03;191431.11;20.00;200349.97;1041.67;635.22;266.24;15.88
P2U-Bardon-LWS02;600;2022-05-14 22:10:01 UTC;36.06;5335.30;187843.63;0.42;191136.37;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-14 22:20:01 UTC;3.75;5470.78;188687.47;0.06;192070.53;37.57;0.00;0.03;0.08
P2U-Bardon-LWS02;599;2022-05-14 22:30:01 UTC;4.30;5124.30;192482.07;0.05;195499.36;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-14 22:40:01 UTC;370.53;5153.69;187637.16;2.49;191741.88;1408.91;205.19;443.43;27.47
P2U-Bardon-LWS02;600;2022-05-14 22:50:01 UTC;100.86;5319.43;187666.70;2.71;191044.59;32.67;29.67;31.15;49.96
P2U-Bardon-LWS02;599;2022-05-14 23:10:01 UTC;29.35;2602.35;188348.70;0.40;190727.50;95.42;27.87;44.69;36.25
P2U-Bardon-LWS02;601;2022-05-14 23:20:01 UTC;61.40;3983.19;189424.56;0.12;192359.62;51.11;39.42;28.63;31.62
P2U-Bardon-LWS02;600;2022-05-14 23:30:01 UTC;61823.22;7810.65;186009.27;8.49;205411.99;15891.98;50.97;14541.76;91.21
P2U-Bardon-LWS02;600;2022-05-14 23:40:01 UTC;5942.29;4746.71;187610.52;4.37;193730.82;2639.33;10.64;2645.19;99.82
P2U-Bardon-LWS02;600;2022-05-14 23:50:02 UTC;390.91;4254.67;187654.56;5.87;190840.02;143.75;0.00;143.75;100.00
P2U-Bardon-LWS02;600;2022-05-15 00:00:02 UTC;8169.23;4654.90;189808.51;21.07;198258.10;2180.50;65.49;1808.25;80.51
P2U-Bardon-LWS02;600;2022-05-15 00:10:02 UTC;240.84;4740.69;188487.18;0.34;191463.27;148.42;0.70;64.90;43.52
P2U-Bardon-LWS02;600;2022-05-15 00:20:01 UTC;88.92;5060.99;189872.32;0.14;193382.64;1261.21;64.40;53.79;4.06
P2U-Bardon-LWS02;600;2022-05-15 00:30:01 UTC;4.61;4806.42;191874.13;0.06;194757.57;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-15 00:40:02 UTC;1153.32;5094.22;187544.52;2.14;191615.49;1470.03;17.37;579.16;38.94
P2U-Bardon-LWS02;599;2022-05-15 00:50:01 UTC;83.63;4993.16;187993.47;2.10;191282.62;39.90;6.02;45.92;99.99
P2U-Bardon-LWS02;601;2022-05-15 01:00:01 UTC;6581.45;5024.73;189553.68;22.11;198197.17;1651.37;149.54;1395.45;77.49
P2U-Bardon-LWS02;599;2022-05-15 01:10:01 UTC;5.28;5117.71;192450.03;0.06;195733.74;23.89;0.00;0.32;1.32
P2U-Bardon-LWS02;600;2022-05-15 01:20:01 UTC;6.13;5003.35;188759.15;0.06;191989.96;22.43;70.63;3.08;3.31
P2U-Bardon-LWS02;601;2022-05-15 01:30:01 UTC;4.01;5005.24;189207.28;0.07;192128.58;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-15 01:40:02 UTC;362.73;5343.18;188932.85;1.25;193364.03;1852.82;732.05;337.80;13.07
P2U-Bardon-LWS02;599;2022-05-15 01:50:01 UTC;53.99;4839.85;190446.02;0.67;193415.57;12.43;0.00;12.19;98.04
P2U-Bardon-LWS02;600;2022-05-15 02:00:01 UTC;2847.08;5425.98;189064.93;25.86;197875.46;1722.12;100.57;468.06;25.68
P2U-Bardon-LWS02;600;2022-05-15 02:10:01 UTC;0.64;5482.64;187658.09;0.02;191031.71;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-15 02:20:01 UTC;9.03;5428.03;189093.57;0.35;192947.09;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-15 02:30:01 UTC;0.54;5330.28;192061.72;0.00;195191.97;45.99;0.00;0.77;1.67
P2U-Bardon-LWS02;600;2022-05-15 02:40:01 UTC;1232.03;5518.28;187808.81;3.35;192365.80;2249.90;204.94;661.56;26.95
P2U-Bardon-LWS02;600;2022-05-15 02:50:01 UTC;84.93;4984.63;188418.70;3.39;191648.98;31.79;10.48;26.77;63.33
P2U-Bardon-LWS02;600;2022-05-15 03:00:01 UTC;3407.71;5283.62;191153.49;32.36;200002.09;1317.70;583.67;589.53;31.01
P2U-Bardon-LWS02;600;2022-05-15 03:10:01 UTC;16.75;5239.87;190269.33;0.23;193487.15;28.59;0.00;0.38;1.35
P2U-Bardon-LWS02;600;2022-05-15 03:20:01 UTC;19.44;5125.12;187609.46;0.20;190908.69;15.24;25.29;1.17;2.89
P2U-Bardon-LWS02;600;2022-05-15 03:30:01 UTC;38.22;5440.36;191679.58;0.08;194150.05;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-15 03:40:01 UTC;156.90;5152.38;189931.13;0.49;193907.99;1122.14;172.26;343.90;26.57
P2U-Bardon-LWS02;600;2022-05-15 03:50:01 UTC;15.59;5090.97;187865.21;0.35;191053.84;20.85;3.94;4.97;20.07
P2U-Bardon-LWS02;600;2022-05-15 04:00:01 UTC;3779.72;5335.12;188711.19;37.13;197622.28;1984.16;227.26;754.54;34.12
P2U-Bardon-LWS02;600;2022-05-15 04:10:01 UTC;26.05;5246.65;191409.68;0.40;194703.73;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-15 04:20:01 UTC;1353.92;5122.53;190676.00;0.18;193490.13;592.25;146.66;73.35;9.93
P2U-Bardon-LWS02;600;2022-05-15 04:30:01 UTC;144.03;5293.86;187985.13;0.07;191073.69;76.31;60.35;11.81;8.64
P2U-Bardon-LWS02;600;2022-05-15 04:40:01 UTC;647.01;5347.85;189174.90;0.84;193347.58;1457.34;243.52;631.66;37.14
P2U-Bardon-LWS02;600;2022-05-15 04:50:01 UTC;39.91;4935.00;191235.68;0.99;194508.03;37.25;3.97;40.47;98.17
P2U-Bardon-LWS02;600;2022-05-15 05:00:01 UTC;5065.35;5477.48;188346.75;48.68;197233.06;1884.81;120.73;1019.86;50.85
P2U-Bardon-LWS02;600;2022-05-15 05:10:01 UTC;7.38;5311.38;189799.53;0.10;192918.52;37.26;96.13;8.22;6.16
P2U-Bardon-LWS02;600;2022-05-15 05:20:01 UTC;1.97;4951.65;187608.82;0.03;190845.78;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-15 05:30:01 UTC;14.49;5760.28;192341.50;0.16;195456.21;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-15 05:40:01 UTC;810.28;5171.52;188879.61;0.95;193183.36;1642.44;761.98;441.94;18.38
P2U-Bardon-LWS02;600;2022-05-15 05:50:01 UTC;13.08;5118.02;187729.78;0.56;190799.57;14.22;1.34;11.48;73.76
P2U-Bardon-LWS02;600;2022-05-15 06:00:01 UTC;2242.49;5435.95;188680.35;179.79;197451.66;1287.78;173.00;354.12;24.24
P2U-Bardon-LWS02;600;2022-05-15 06:10:01 UTC;9.05;5203.81;191083.59;0.17;194449.04;63.43;88.78;8.16;5.36
P2U-Bardon-LWS02;600;2022-05-15 06:20:01 UTC;3.91;5093.38;189741.59;0.04;193003.99;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;599;2022-05-15 06:30:01 UTC;13.87;5618.26;188039.09;0.15;191156.57;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-15 06:40:01 UTC;547.79;5267.29;188619.46;0.76;192751.50;1420.11;435.37;396.92;21.39
P2U-Bardon-LWS02;600;2022-05-15 06:50:01 UTC;26.72;5048.01;191229.07;0.94;194342.59;25.57;4.62;24.65;81.64
P2U-Bardon-LWS02;600;2022-05-15 07:00:01 UTC;3210.20;5727.50;187222.18;147.64;195881.34;1302.18;666.41;578.34;29.38
P2U-Bardon-LWS02;600;2022-05-15 07:10:01 UTC;47.31;4896.78;191599.76;0.62;194656.73;143.42;29.09;26.03;15.09
P2U-Bardon-LWS02;600;2022-05-15 07:20:01 UTC;15.93;5181.01;188897.08;0.16;191625.41;50.79;42.88;9.58;10.22
P2U-Bardon-LWS02;600;2022-05-15 07:30:01 UTC;12.91;5854.14;194483.83;0.10;197454.46;21.87;29.57;6.32;12.30
P2U-Bardon-LWS02;600;2022-05-15 07:40:01 UTC;288.62;5544.77;193508.78;0.17;197717.38;1355.58;121.89;374.97;25.38
P2U-Bardon-LWS02;600;2022-05-15 07:50:01 UTC;6.50;5345.12;192103.35;0.11;195465.09;16.36;2.60;15.46;81.59
P2U-Bardon-LWS02;600;2022-05-15 08:00:01 UTC;5054.19;5596.95;193403.83;158.33;202103.97;1919.53;245.94;1043.22;48.18
P2U-Bardon-LWS02;600;2022-05-15 08:10:01 UTC;19.22;5541.99;191615.35;0.25;194726.69;17.54;0.00;11.46;65.34
P2U-Bardon-LWS02;600;2022-05-15 08:20:01 UTC;18.57;4904.38;193970.51;0.22;197025.70;51.00;10.51;4.15;6.76
P2U-Bardon-LWS02;600;2022-05-15 08:30:01 UTC;34.57;5981.01;195075.52;0.59;197623.12;111.49;54.43;35.81;21.58
P2U-Bardon-LWS02;600;2022-05-15 08:40:01 UTC;967.02;5541.50;198827.54;0.61;202715.10;1606.05;420.65;517.43;25.53
P2U-Bardon-LWS02;600;2022-05-15 08:50:01 UTC;31.84;5022.00;195825.09;0.96;198546.43;38.02;3.29;25.99;62.91
P2U-Bardon-LWS02;600;2022-05-15 09:00:01 UTC;8332.47;5569.82;198916.90;393.77;207509.29;2255.95;132.41;1877.39;78.61
P2U-Bardon-LWS02;600;2022-05-15 09:10:01 UTC;360.55;5861.09;197460.90;0.31;199586.10;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-15 09:20:01 UTC;21.29;5607.89;195598.97;0.26;199709.47;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-15 09:30:01 UTC;230.11;5744.06;196576.57;0.18;198495.29;19.44;37.15;6.59;11.64
P2U-Bardon-LWS02;600;2022-05-15 09:40:01 UTC;1040.99;5446.16;197998.39;0.53;201882.08;3211.11;193.76;721.14;21.18
P2U-Bardon-LWS02;600;2022-05-15 09:50:01 UTC;1002.64;6097.22;197856.19;1.04;199680.16;465.20;20.11;484.72;99.88
P2U-Bardon-LWS02;600;2022-05-15 10:00:01 UTC;7707.29;6396.17;200787.33;184.13;206886.04;1902.50;136.00;1162.08;57.01
P2U-Bardon-LWS02;600;2022-05-15 10:10:01 UTC;188.96;6415.44;197910.67;0.37;198951.81;192.29;26.91;173.24;79.03
P2U-Bardon-LWS02;600;2022-05-15 10:20:01 UTC;22.64;5802.12;195379.44;0.12;196140.35;198.32;216.07;67.10;16.19
P2U-Bardon-LWS02;600;2022-05-15 10:30:01 UTC;19.59;6974.43;198781.97;0.24;201106.99;60.77;596.59;6.49;0.99
P2U-Bardon-LWS02;600;2022-05-15 10:40:02 UTC;1129.50;6148.03;193835.32;2.13;196535.18;2315.38;62.87;1079.68;45.40
P2U-Bardon-LWS02;599;2022-05-15 10:50:01 UTC;130.78;5745.85;197512.39;2.72;198246.53;188.15;11.96;195.00;97.45
P2U-Bardon-LWS02;600;2022-05-15 11:00:01 UTC;8229.32;6171.84;196388.15;192.14;203269.89;1847.95;70.05;1344.34;70.09
P2U-Bardon-LWS02;600;2022-05-15 11:10:01 UTC;177.52;5380.04;191598.89;0.24;195015.79;143.34;111.95;56.11;21.98
P2U-Bardon-LWS02;600;2022-05-15 11:20:01 UTC;9.77;5294.12;194874.02;0.13;198021.79;49.40;23.09;8.31;11.46
P2U-Bardon-LWS02;599;2022-05-15 11:30:01 UTC;2.53;4989.51;191670.75;0.05;194689.34;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-15 11:40:01 UTC;1329.85;6002.58;195494.81;2.07;199002.53;3069.32;212.89;861.54;26.25
P2U-Bardon-LWS02;600;2022-05-15 11:50:01 UTC;50.44;5501.04;193383.05;1.49;194445.73;140.08;10.98;151.02;99.97
P2U-Bardon-LWS02;600;2022-05-15 12:00:01 UTC;8617.87;6041.03;196080.19;242.29;202689.69;1900.69;230.21;1491.60;70.00
P2U-Bardon-LWS02;600;2022-05-15 12:10:01 UTC;191.06;5859.91;195840.79;0.46;196586.74;370.99;228.70;125.09;20.86
P2U-Bardon-LWS02;600;2022-05-15 12:20:01 UTC;151.10;6208.96;198189.56;0.15;199044.27;307.47;282.49;2.55;0.43
P2U-Bardon-LWS02;600;2022-05-15 12:30:01 UTC;20.85;6061.47;194639.30;0.18;194973.84;33.57;456.86;1.09;0.22
P2U-Bardon-LWS02;600;2022-05-15 12:40:01 UTC;1910.04;5843.78;195532.57;2.90;198216.03;1900.69;435.51;1340.84;57.39
P2U-Bardon-LWS02;600;2022-05-15 12:50:01 UTC;190.06;5392.88;194053.70;2.13;194696.54;177.09;4.42;178.99;98.61
P2U-Bardon-LWS02;600;2022-05-15 13:00:01 UTC;8735.01;6144.50;196977.02;248.91;202943.80;2292.50;94.98;1494.92;62.62
P2U-Bardon-LWS02;600;2022-05-15 13:10:01 UTC;759.31;6278.27;194700.78;0.39;195609.54;880.16;500.05;73.67;5.34
P2U-Bardon-LWS02;600;2022-05-15 13:20:01 UTC;11.25;5858.62;194010.40;0.18;194972.85;184.78;88.30;9.32;3.41
P2U-Bardon-LWS02;600;2022-05-15 13:30:01 UTC;333.28;5854.60;195042.08;2.48;195251.96;164.63;218.15;98.00;25.60
P2U-Bardon-LWS02;600;2022-05-15 13:40:02 UTC;809.63;5221.20;194316.35;1.64;196513.37;1681.25;60.43;1160.61;66.64
P2U-Bardon-LWS02;599;2022-05-15 13:50:01 UTC;86.39;5863.69;193946.97;1.66;194616.56;138.66;14.22;149.48;97.78
P2U-Bardon-LWS02;600;2022-05-15 14:00:01 UTC;9239.32;6131.64;195809.38;242.73;202350.26;2297.62;157.18;1418.40;57.78
P2U-Bardon-LWS02;600;2022-05-15 14:10:01 UTC;648.15;7123.81;192733.21;0.47;195949.97;1354.52;191.58;86.99;5.63
P2U-Bardon-LWS02;600;2022-05-15 14:20:01 UTC;154.93;5741.15;192639.03;0.21;194173.01;91.15;2.24;73.18;78.36
P2U-Bardon-LWS02;600;2022-05-15 14:30:01 UTC;186.69;5803.61;194408.07;3.33;194810.13;176.28;137.14;116.98;37.32
P2U-Bardon-LWS02;600;2022-05-15 14:40:01 UTC;644.61;8054.52;189584.64;2.02;195128.08;1469.70;260.76;1153.39;66.65
P2U-Bardon-LWS02;600;2022-05-15 14:50:01 UTC;144.43;5331.09;189983.77;1.18;192983.18;67.61;7.46;73.96;98.52
P2U-Bardon-LWS02;600;2022-05-15 15:00:02 UTC;8935.79;5165.19;188783.37;244.96;197111.37;2457.34;79.40;1406.63;55.45
P2U-Bardon-LWS02;599;2022-05-15 15:10:01 UTC;251.19;5603.55;189690.55;0.21;193273.80;230.56;123.41;66.46;18.78
P2U-Bardon-LWS02;600;2022-05-15 15:20:01 UTC;122.70;4709.92;190350.99;0.09;193613.06;132.21;48.53;7.03;3.89
P2U-Bardon-LWS02;601;2022-05-15 15:30:01 UTC;5.18;5168.06;190489.81;0.09;193488.97;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-15 15:40:02 UTC;288.62;5188.67;188474.41;1.67;192976.35;1882.74;486.86;688.83;29.07
P2U-Bardon-LWS02;599;2022-05-15 15:50:01 UTC;125.16;4869.89;188720.29;1.03;191942.79;45.62;1.29;46.57;99.27
P2U-Bardon-LWS02;601;2022-05-15 16:00:02 UTC;9722.23;4989.07;191135.35;315.69;199564.52;2283.55;39.51;1909.69;82.21
P2U-Bardon-LWS02;599;2022-05-15 16:10:01 UTC;117.76;5614.31;188712.20;0.27;192153.94;78.71;0.72;34.93;43.97
P2U-Bardon-LWS02;600;2022-05-15 16:20:01 UTC;7.41;5003.95;188311.50;0.09;191594.79;34.12;0.00;2.88;8.44
P2U-Bardon-LWS02;600;2022-05-15 16:30:01 UTC;7.63;4745.10;188707.81;0.10;191576.13;12.00;0.00;1.33;11.11
P2U-Bardon-LWS02;600;2022-05-15 16:40:01 UTC;898.05;5264.40;188262.27;0.31;192982.32;2010.83;1201.94;791.20;24.63
P2U-Bardon-LWS02;600;2022-05-15 16:50:01 UTC;295.45;4750.08;189261.02;0.38;192330.44;72.80;7.68;80.49;100.00
P2U-Bardon-LWS02;600;2022-05-15 17:00:01 UTC;9570.83;4917.64;190278.88;309.95;198761.68;2275.98;34.87;1892.94;81.92
P2U-Bardon-LWS02;600;2022-05-15 17:10:02 UTC;26.38;5363.68;188509.52;0.40;191858.65;43.73;11.72;9.10;16.42
P2U-Bardon-LWS02;599;2022-05-15 17:20:01 UTC;17.09;4784.84;188836.35;0.19;192024.52;43.39;35.57;4.13;5.23
P2U-Bardon-LWS02;601;2022-05-15 17:30:01 UTC;7.14;5161.73;192348.23;0.09;195351.96;16.09;0.00;2.36;14.65
P2U-Bardon-LWS02;600;2022-05-15 17:40:01 UTC;567.33;5439.27;188889.63;0.36;193521.26;1926.43;1166.89;723.38;23.39
P2U-Bardon-LWS02;600;2022-05-15 17:50:01 UTC;364.60;5053.32;189893.32;0.23;193020.98;96.79;0.00;96.79;100.00
P2U-Bardon-LWS02;600;2022-05-15 18:00:02 UTC;9640.99;4841.07;191081.68;349.56;199625.47;2251.14;85.32;1878.67;80.41
P2U-Bardon-LWS02;599;2022-05-15 18:10:01 UTC;151.88;5326.08;188649.51;0.13;192093.53;48.29;1.43;49.53;99.62
P2U-Bardon-LWS02;600;2022-05-15 18:20:01 UTC;12.93;5183.30;188588.26;0.18;191844.70;67.24;0.71;17.80;26.20
P2U-Bardon-LWS02;600;2022-05-15 18:30:01 UTC;10.58;4722.47;188761.06;0.17;191605.99;27.14;19.30;7.56;16.27
P2U-Bardon-LWS02;600;2022-05-15 18:40:01 UTC;862.88;5275.15;188238.39;0.53;192987.59;2395.77;826.66;797.16;24.74
P2U-Bardon-LWS02;600;2022-05-15 18:50:01 UTC;279.20;5017.57;188528.73;0.59;191806.51;83.08;3.23;86.32;100.00
P2U-Bardon-LWS02;600;2022-05-15 19:00:01 UTC;9575.16;4871.48;189134.23;354.11;197455.94;2087.73;91.24;1844.68;84.66
P2U-Bardon-LWS02;600;2022-05-15 19:10:01 UTC;3.78;5545.64;190326.54;0.06;193805.63;98.68;7.71;55.55;52.22
P2U-Bardon-LWS02;601;2022-05-15 19:20:02 UTC;17.54;5036.59;188741.44;0.24;191967.09;38.59;2.12;30.98;76.10
P2U-Bardon-LWS02;600;2022-05-15 19:30:01 UTC;8.49;5083.98;188668.10;0.12;191565.02;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-15 19:40:02 UTC;813.58;5615.44;188293.03;0.53;192997.11;1643.15;1565.83;750.88;23.40
P2U-Bardon-LWS02;599;2022-05-15 19:50:01 UTC;157.66;5138.11;188953.72;0.43;192212.71;58.97;2.55;61.52;100.00
P2U-Bardon-LWS02;600;2022-05-15 20:00:01 UTC;9406.76;5416.80;190886.59;371.35;199452.61;2089.30;97.33;1858.83;85.01
P2U-Bardon-LWS02;600;2022-05-15 20:10:01 UTC;6.06;5223.50;188872.44;0.09;192150.85;30.62;0.00;5.07;16.56
P2U-Bardon-LWS02;601;2022-05-15 20:20:02 UTC;8.24;5338.77;188372.74;0.11;191664.06;35.23;64.14;15.87;15.97
P2U-Bardon-LWS02;599;2022-05-15 20:30:01 UTC;21.70;4881.69;188704.72;0.12;191563.07;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-15 20:40:02 UTC;928.08;5761.38;188392.25;1.96;193143.79;2330.15;925.92;801.63;24.62
P2U-Bardon-LWS02;599;2022-05-15 20:50:01 UTC;1377.56;4873.22;190197.33;1.95;192758.87;334.66;2.61;336.07;99.64
P2U-Bardon-LWS02;601;2022-05-15 21:00:01 UTC;9690.71;5490.75;191098.74;399.97;199519.63;2151.22;86.38;1819.81;81.33
P2U-Bardon-LWS02;599;2022-05-15 21:10:01 UTC;174.47;5554.88;188841.51;0.43;192306.74;119.21;0.00;86.21;72.31
P2U-Bardon-LWS02;600;2022-05-15 21:20:01 UTC;12.10;5099.95;189203.04;0.12;192095.60;94.27;3.58;35.66;36.45
P2U-Bardon-LWS02;601;2022-05-15 21:30:01 UTC;21.74;5186.07;188971.36;0.10;191617.32;10.04;2.15;2.11;17.28
P2U-Bardon-LWS02;600;2022-05-15 21:40:01 UTC;971.44;5298.54;188920.76;0.56;193367.78;2516.79;822.78;931.81;27.90
P2U-Bardon-LWS02;600;2022-05-15 21:50:02 UTC;21.74;4854.74;189190.89;0.59;192114.34;33.86;5.62;39.48;100.00
P2U-Bardon-LWS02;600;2022-05-15 22:00:02 UTC;9591.71;5232.27;191616.68;393.67;199863.51;2143.35;46.32;1822.77;83.24
P2U-Bardon-LWS02;599;2022-05-15 22:10:01 UTC;498.10;5801.95;190958.72;0.73;193537.67;221.36;382.85;54.30;8.99
P2U-Bardon-LWS02;600;2022-05-15 22:20:01 UTC;14.75;5888.78;192332.76;0.18;194142.93;64.22;1108.02;0.84;0.07
P2U-Bardon-LWS02;600;2022-05-15 22:30:01 UTC;185.89;6249.69;193103.72;0.44;194376.15;82.59;297.48;14.04;3.69
P2U-Bardon-LWS02;600;2022-05-15 22:40:01 UTC;486.74;6180.49;192701.10;0.62;195689.52;1261.57;468.70;1122.83;64.89
P2U-Bardon-LWS02;600;2022-05-15 22:50:01 UTC;574.78;6213.79;191964.78;0.65;193862.67;254.07;15.83;263.57;97.65
P2U-Bardon-LWS02;600;2022-05-15 23:10:01 UTC;758.21;1821.19;187383.57;0.73;188091.86;894.99;32.87;101.89;10.98
P2U-Bardon-LWS02;599;2022-05-15 23:20:01 UTC;51.58;4841.65;193602.28;0.38;195624.77;752.07;0.00;62.83;8.35
P2U-Bardon-LWS02;600;2022-05-15 23:30:01 UTC;56420.97;8870.72;188485.42;11.46;204554.07;14182.95;238.76;13690.39;94.93
P2U-Bardon-LWS02;600;2022-05-15 23:40:01 UTC;10441.28;5646.69;187961.65;5.56;193401.28;4067.47;6.18;4068.51;99.87
P2U-Bardon-LWS02;600;2022-05-15 23:50:01 UTC;207.34;5084.28;191275.37;5.65;192492.91;244.48;0.00;244.22;99.89
P2U-Bardon-LWS02;600;2022-05-16 00:00:01 UTC;10949.81;5583.51;193560.07;310.71;200369.37;3418.35;54.97;1959.70;56.42
P2U-Bardon-LWS02;600;2022-05-16 00:10:01 UTC;376.13;6422.53;190385.56;0.32;192535.25;362.70;263.24;83.74;13.38
P2U-Bardon-LWS02;600;2022-05-16 00:20:01 UTC;35.73;5696.48;191757.42;0.38;193186.69;246.66;81.17;63.25;19.29
P2U-Bardon-LWS02;600;2022-05-16 00:30:01 UTC;221.46;5738.05;193704.45;3.93;195359.67;215.09;126.47;122.05;35.73
P2U-Bardon-LWS02;601;2022-05-16 00:40:02 UTC;1363.05;6925.40;189887.12;0.92;194395.67;1628.36;279.65;1254.63;65.76
P2U-Bardon-LWS02;599;2022-05-16 00:50:01 UTC;34.28;5623.44;191697.33;0.78;193736.13;131.15;20.48;149.94;98.89
P2U-Bardon-LWS02;601;2022-05-16 01:00:02 UTC;10779.23;5605.58;194765.78;309.55;201938.19;3072.34;365.61;1690.81;49.18
P2U-Bardon-LWS02;599;2022-05-16 01:10:01 UTC;509.10;6131.21;191402.83;0.37;192947.72;413.08;633.53;18.45;1.76
P2U-Bardon-LWS02;600;2022-05-16 01:20:01 UTC;27.11;5761.87;193675.44;0.48;195782.52;183.87;123.08;78.90;25.70
P2U-Bardon-LWS02;600;2022-05-16 01:30:01 UTC;54.94;5428.51;193364.59;1.60;194282.38;292.75;27.48;108.53;33.89
P2U-Bardon-LWS02;600;2022-05-16 01:40:01 UTC;564.61;6283.52;189707.49;0.42;193500.73;1377.70;105.73;1228.74;82.83
P2U-Bardon-LWS02;600;2022-05-16 01:50:01 UTC;190.62;5452.66;193882.08;0.68;195496.39;163.49;18.62;181.15;99.47
P2U-Bardon-LWS02;600;2022-05-16 02:00:01 UTC;11439.94;5520.71;195085.21;313.21;202146.63;3163.75;124.09;1790.13;54.45
P2U-Bardon-LWS02;600;2022-05-16 02:10:01 UTC;493.62;5607.44;191235.13;0.24;194620.61;286.52;318.93;8.33;1.38
P2U-Bardon-LWS02;600;2022-05-16 02:20:01 UTC;221.08;5172.23;188316.19;0.05;191761.05;259.25;66.16;2.96;0.91
P2U-Bardon-LWS02;600;2022-05-16 02:30:01 UTC;14.93;5070.42;192567.22;0.07;195491.49;60.36;4.74;9.39;14.43
