# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
P2U-Bardon-LWS02;600;2022-05-03 06:40:01 UTC;1159.18;7134.99;185855.67;1.37;189763.28;1791.93;199.16;713.45;35.83
P2U-Bardon-LWS02;600;2022-05-03 06:50:01 UTC;503.54;6500.48;186166.78;3.75;189100.46;159.57;18.08;160.24;90.20
P2U-Bardon-LWS02;600;2022-05-03 07:00:01 UTC;7611.98;6450.59;186046.21;622.38;193032.35;821.19;1750.70;1728.30;67.20
P2U-Bardon-LWS02;600;2022-05-03 07:10:01 UTC;526.50;5445.98;189727.31;4.20;191411.72;672.96;423.43;220.33;20.10
P2U-Bardon-LWS02;600;2022-05-03 07:20:01 UTC;28.75;6242.05;189620.72;0.45;191046.30;493.91;45.18;152.91;28.36
P2U-Bardon-LWS02;600;2022-05-03 07:30:01 UTC;299.61;6330.48;189431.92;0.35;189741.94;538.61;245.07;121.97;15.56
P2U-Bardon-LWS02;600;2022-05-03 07:40:01 UTC;363.67;6313.26;193453.24;1.37;194288.15;851.67;49.64;423.62;47.00
P2U-Bardon-LWS02;600;2022-05-03 07:50:01 UTC;50.47;6187.12;188621.43;1.21;189831.43;168.66;3.15;170.04;98.97
P2U-Bardon-LWS02;600;2022-05-03 08:00:01 UTC;7468.80;8171.11;191752.68;823.81;198085.33;643.98;1724.78;1926.75;81.34
P2U-Bardon-LWS02;600;2022-05-03 08:10:01 UTC;3138.64;8478.99;193033.96;479.02;195570.42;1834.14;279.75;580.66;27.47
P2U-Bardon-LWS02;600;2022-05-03 08:20:01 UTC;2178.07;6321.87;191297.10;9.79;192495.83;1182.19;192.53;602.56;43.83
P2U-Bardon-LWS02;600;2022-05-03 08:30:01 UTC;98.52;6859.96;193769.99;2.39;197083.83;405.25;0.00;318.14;78.51
P2U-Bardon-LWS02;600;2022-05-03 08:40:01 UTC;1682.28;9004.39;196165.03;1.61;200974.75;894.68;32.26;764.59;82.49
P2U-Bardon-LWS02;600;2022-05-03 08:50:01 UTC;98.41;8749.40;197034.28;1.56;201338.21;18.41;75.23;85.16;90.93
P2U-Bardon-LWS02;600;2022-05-03 09:00:01 UTC;9484.71;13089.84;196171.55;820.95;210516.11;1451.65;1623.89;1517.72;49.35
P2U-Bardon-LWS02;600;2022-05-03 09:10:01 UTC;3801.46;11232.29;192979.43;359.33;202289.14;1637.71;514.78;565.75;26.28
P2U-Bardon-LWS02;600;2022-05-03 09:20:01 UTC;3371.93;22121.65;191754.66;15.33;201354.83;1861.18;50.80;1099.63;57.51
P2U-Bardon-LWS02;600;2022-05-03 09:30:01 UTC;421.01;7057.97;194252.83;6.89;195707.85;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-03 09:40:01 UTC;1002.32;5644.73;195649.27;1.58;198396.07;950.31;116.47;1049.80;98.41
P2U-Bardon-LWS02;600;2022-05-03 09:50:01 UTC;897.28;9575.88;199470.41;1.85;205358.57;307.29;133.19;427.16;96.98
P2U-Bardon-LWS02;600;2022-05-03 10:00:01 UTC;9249.75;8859.59;196852.90;832.28;206297.42;1061.85;1217.13;1691.81;74.24
P2U-Bardon-LWS02;600;2022-05-03 10:10:01 UTC;1749.23;6751.88;199149.11;309.63;201270.51;977.46;207.09;328.02;27.69
P2U-Bardon-LWS02;600;2022-05-03 10:20:01 UTC;53.85;8018.81;194953.89;0.56;198032.40;267.87;433.95;47.25;6.73
P2U-Bardon-LWS02;600;2022-05-03 10:30:01 UTC;176.68;5260.87;194079.67;0.41;196058.60;293.48;169.32;25.39;5.49
P2U-Bardon-LWS02;600;2022-05-03 10:40:01 UTC;1297.74;7197.26;193925.06;1.28;197474.57;1746.29;108.47;954.55;51.47
P2U-Bardon-LWS02;600;2022-05-03 10:50:01 UTC;280.72;7077.15;195970.48;1.08;198208.27;207.75;7.84;215.26;99.84
P2U-Bardon-LWS02;600;2022-05-03 11:00:01 UTC;9188.53;6975.61;197343.07;844.98;203921.11;1957.04;56.85;1871.15;92.91
P2U-Bardon-LWS02;600;2022-05-03 11:10:01 UTC;1808.65;7262.56;195837.92;281.14;198564.00;1394.28;227.65;398.48;24.57
P2U-Bardon-LWS02;600;2022-05-03 11:20:01 UTC;281.55;7819.41;195751.79;0.56;198095.23;160.17;320.45;21.46;4.47
P2U-Bardon-LWS02;600;2022-05-03 11:30:01 UTC;169.41;7104.95;196968.51;0.31;198094.87;326.95;163.90;16.77;3.42
P2U-Bardon-LWS02;600;2022-05-03 11:40:01 UTC;316.05;6812.34;196086.01;0.97;197995.45;1662.72;19.32;783.53;46.58
P2U-Bardon-LWS02;600;2022-05-03 11:50:01 UTC;246.40;6925.64;196908.52;0.85;197898.98;212.81;12.68;224.65;99.63
P2U-Bardon-LWS02;600;2022-05-03 12:00:01 UTC;8946.55;7057.33;197337.50;785.80;203294.91;831.28;1036.35;1786.83;95.67
P2U-Bardon-LWS02;601;2022-05-03 12:10:01 UTC;1737.37;6948.04;199809.90;340.06;201313.10;940.72;359.38;305.54;23.50
P2U-Bardon-LWS02;600;2022-05-03 12:20:01 UTC;735.54;6287.03;198147.14;0.28;198868.06;159.23;1011.49;73.35;6.27
P2U-Bardon-LWS02;600;2022-05-03 12:30:01 UTC;156.85;6216.56;200713.91;0.14;201616.74;72.18;332.79;7.98;1.97
P2U-Bardon-LWS02;600;2022-05-03 12:40:01 UTC;589.03;7031.46;195780.42;2.03;197985.59;1246.94;363.54;926.82;57.55
P2U-Bardon-LWS02;600;2022-05-03 12:50:01 UTC;39.35;7172.13;191048.09;1.78;192400.23;149.27;4.95;154.14;99.94
P2U-Bardon-LWS02;600;2022-05-03 13:00:01 UTC;8830.51;8896.02;195184.97;895.79;201801.25;815.41;1079.02;1826.58;96.42
P2U-Bardon-LWS02;600;2022-05-03 13:10:01 UTC;2481.47;7007.79;201477.40;484.88;202866.53;845.19;53.53;620.63;69.06
P2U-Bardon-LWS02;600;2022-05-03 13:20:01 UTC;299.40;7005.19;198150.00;0.21;198889.55;441.15;285.27;90.75;12.49
P2U-Bardon-LWS02;600;2022-05-03 13:30:01 UTC;161.32;6842.93;196326.88;0.21;197404.96;151.27;457.27;6.28;1.03
P2U-Bardon-LWS02;600;2022-05-03 13:40:01 UTC;373.81;6822.86;198553.90;1.79;199943.76;1783.53;352.88;611.82;28.64
P2U-Bardon-LWS02;600;2022-05-03 13:50:01 UTC;231.07;6110.11;196276.79;1.66;199092.34;145.20;11.43;156.06;99.63
P2U-Bardon-LWS02;600;2022-05-03 14:00:01 UTC;8764.52;5902.78;195109.95;935.99;202251.64;801.41;1055.48;1790.90;96.45
P2U-Bardon-LWS02;600;2022-05-03 14:10:01 UTC;844.39;6454.19;195675.59;208.47;198811.24;284.01;137.04;165.68;39.35
P2U-Bardon-LWS02;600;2022-05-03 14:20:01 UTC;330.48;7188.00;194601.82;0.33;196927.41;439.69;25.04;165.38;35.59
P2U-Bardon-LWS02;600;2022-05-03 14:30:01 UTC;159.33;6858.24;196746.76;0.20;197828.65;255.70;290.59;33.74;6.18
P2U-Bardon-LWS02;600;2022-05-03 14:40:01 UTC;750.29;6586.33;198462.86;2.42;200475.96;2242.21;310.10;751.17;29.43
P2U-Bardon-LWS02;600;2022-05-03 14:50:01 UTC;521.83;7158.52;196579.19;2.58;197358.38;196.83;57.53;254.09;99.89
P2U-Bardon-LWS02;600;2022-05-03 15:00:01 UTC;9362.60;7251.15;197452.45;681.82;204580.25;847.37;1200.54;1898.89;92.72
P2U-Bardon-LWS02;600;2022-05-03 15:10:01 UTC;1538.00;6767.26;196503.53;287.39;198374.11;650.35;15.92;355.37;53.34
P2U-Bardon-LWS02;600;2022-05-03 15:20:01 UTC;147.40;6755.74;196353.17;0.27;197048.19;145.42;4.62;135.18;90.09
P2U-Bardon-LWS02;600;2022-05-03 15:30:01 UTC;291.47;7039.03;197664.31;0.14;198109.84;412.43;108.73;61.39;11.78
P2U-Bardon-LWS02;600;2022-05-03 15:40:01 UTC;598.13;7082.80;195790.65;1.01;198375.60;897.60;1863.73;618.95;22.41
P2U-Bardon-LWS02;600;2022-05-03 15:50:01 UTC;247.23;6306.36;195909.82;0.92;196991.13;72.27;20.61;92.87;99.99
P2U-Bardon-LWS02;600;2022-05-03 16:00:01 UTC;9389.12;7509.22;195506.09;784.29;200578.23;932.32;1025.82;1875.05;95.76
P2U-Bardon-LWS02;600;2022-05-03 16:10:01 UTC;2086.66;7335.70;197260.87;284.73;199965.02;903.14;191.30;497.26;45.44
P2U-Bardon-LWS02;600;2022-05-03 16:20:02 UTC;543.63;6970.42;194828.95;0.13;195102.73;494.17;128.61;73.56;11.81
P2U-Bardon-LWS02;599;2022-05-03 16:30:01 UTC;359.81;7374.65;195678.68;0.22;196233.21;1021.35;145.41;98.40;8.43
P2U-Bardon-LWS02;600;2022-05-03 16:40:01 UTC;942.49;7049.81;196522.39;0.36;198384.10;1603.51;99.60;1008.92;59.24
P2U-Bardon-LWS02;600;2022-05-03 16:50:01 UTC;1352.04;7115.52;192787.88;0.33;193951.80;421.71;41.35;461.53;99.67
P2U-Bardon-LWS02;601;2022-05-03 17:00:02 UTC;10025.64;7204.17;196663.12;817.73;202193.00;1855.24;541.30;1930.04;80.53
P2U-Bardon-LWS02;599;2022-05-03 17:10:01 UTC;496.36;6509.81;194716.27;44.20;196008.46;310.29;36.37;249.06;71.84
P2U-Bardon-LWS02;600;2022-05-03 17:20:01 UTC;247.55;7030.26;193737.71;0.27;193977.52;424.86;342.44;54.34;7.08
P2U-Bardon-LWS02;600;2022-05-03 17:30:01 UTC;19.17;6555.27;195203.44;0.14;195745.93;47.98;428.00;4.45;0.93
P2U-Bardon-LWS02;600;2022-05-03 17:40:01 UTC;402.20;5870.76;188626.34;0.84;192358.56;1528.40;418.76;551.75;28.34
P2U-Bardon-LWS02;600;2022-05-03 17:50:01 UTC;16.75;5801.02;189593.89;0.79;192257.55;14.66;0.00;14.61;99.64
P2U-Bardon-LWS02;600;2022-05-03 18:00:01 UTC;7592.58;6341.07;191448.14;647.32;199409.70;1116.25;887.56;1581.13;78.91
P2U-Bardon-LWS02;600;2022-05-03 18:10:01 UTC;418.92;6949.06;192812.34;29.42;194843.11;421.77;211.25;59.37;9.38
P2U-Bardon-LWS02;600;2022-05-03 18:20:02 UTC;612.53;7399.49;193466.22;0.37;194166.22;328.95;757.77;97.81;9.00
P2U-Bardon-LWS02;599;2022-05-03 18:30:01 UTC;147.64;6909.59;196271.60;0.27;196514.40;12.50;724.89;7.20;0.98
P2U-Bardon-LWS02;600;2022-05-03 18:40:01 UTC;591.11;7277.28;192758.88;3.44;194047.40;1338.37;38.48;836.43;60.75
P2U-Bardon-LWS02;600;2022-05-03 18:50:01 UTC;350.19;7235.56;192060.03;2.81;192874.71;250.26;22.67;272.92;100.00
P2U-Bardon-LWS02;600;2022-05-03 19:00:01 UTC;8216.08;6777.22;189988.17;662.41;195078.66;1303.96;776.37;1662.54;79.92
P2U-Bardon-LWS02;600;2022-05-03 19:10:01 UTC;1520.42;8324.25;350768.84;141.57;236303.66;1171.89;688.79;280.21;15.06
P2U-Bardon-LWS02;600;2022-05-03 19:20:01 UTC;25.06;7239.83;261622.06;0.23;212248.84;121.91;412.12;5.30;0.99
P2U-Bardon-LWS02;600;2022-05-03 19:30:01 UTC;21.01;7036.11;193143.95;0.20;193271.62;148.52;130.44;32.90;11.79
P2U-Bardon-LWS02;600;2022-05-03 19:40:01 UTC;1230.31;6875.78;191302.26;1.75;193427.67;1439.23;139.97;1231.87;78.01
P2U-Bardon-LWS02;600;2022-05-03 19:50:01 UTC;47.01;6937.02;193270.51;1.69;193990.43;3.50;229.54;232.86;99.92
P2U-Bardon-LWS02;600;2022-05-03 20:00:01 UTC;8716.95;6751.60;191112.90;675.54;196143.23;1477.87;401.06;1451.47;77.25
P2U-Bardon-LWS02;600;2022-05-03 20:10:01 UTC;1263.79;7703.53;194137.92;128.53;194979.99;644.70;273.39;342.86;37.35
P2U-Bardon-LWS02;600;2022-05-03 20:20:01 UTC;311.85;6458.34;193863.14;0.24;194040.49;52.77;974.08;7.45;0.73
P2U-Bardon-LWS02;600;2022-05-03 20:30:01 UTC;158.65;7200.85;190163.64;0.18;190361.80;49.98;215.24;2.41;0.91
P2U-Bardon-LWS02;600;2022-05-03 20:40:01 UTC;323.40;7690.67;191709.70;0.55;193084.85;1502.93;59.07;686.20;43.93
P2U-Bardon-LWS02;600;2022-05-03 20:50:01 UTC;389.23;7587.67;187893.70;0.73;189403.45;218.76;46.09;264.32;99.80
P2U-Bardon-LWS02;600;2022-05-03 21:00:01 UTC;8467.66;7424.27;192164.64;703.26;196877.17;1184.89;677.67;1702.51;91.41
P2U-Bardon-LWS02;600;2022-05-03 21:10:01 UTC;1912.85;7722.27;193358.29;354.10;194769.52;950.95;35.12;445.31;45.16
P2U-Bardon-LWS02;600;2022-05-03 21:20:01 UTC;88.82;6993.70;188918.49;0.20;189461.34;119.28;402.59;16.89;3.24
P2U-Bardon-LWS02;600;2022-05-03 21:30:01 UTC;160.73;7400.07;188523.05;0.19;188893.54;304.27;81.55;39.98;10.36
P2U-Bardon-LWS02;601;2022-05-03 21:40:02 UTC;955.18;7244.12;190079.96;0.76;192023.39;1706.81;468.25;767.32;35.28
P2U-Bardon-LWS02;599;2022-05-03 21:50:01 UTC;15.09;6649.12;184845.66;0.46;187392.05;26.10;21.36;47.46;100.00
P2U-Bardon-LWS02;600;2022-05-03 22:00:01 UTC;8976.74;6168.00;186870.80;828.86;193760.54;1383.05;532.13;1830.58;95.58
P2U-Bardon-LWS02;600;2022-05-03 22:10:01 UTC;1093.62;6220.59;186280.91;223.34;188889.53;353.07;49.82;226.06;56.11
P2U-Bardon-LWS02;600;2022-05-03 22:20:01 UTC;151.30;6922.19;188424.08;0.20;190156.23;255.64;83.75;104.01;30.64
P2U-Bardon-LWS02;600;2022-05-03 22:30:01 UTC;434.75;7028.48;185464.31;0.10;187160.04;434.92;566.38;9.83;0.98
P2U-Bardon-LWS02;600;2022-05-03 22:40:01 UTC;310.79;7042.59;186490.46;2.37;188612.68;2207.69;69.70;617.82;27.13
P2U-Bardon-LWS02;600;2022-05-03 22:50:01 UTC;230.95;7235.70;188870.60;1.33;190659.54;223.22;13.51;236.67;99.97
P2U-Bardon-LWS02;600;2022-05-03 23:10:01 UTC;1682.47;4583.13;186994.74;367.00;188429.56;687.55;60.07;462.24;61.83
P2U-Bardon-LWS02;600;2022-05-03 23:20:01 UTC;19.81;5847.39;188460.91;0.16;189617.27;175.72;1.51;171.62;96.83
P2U-Bardon-LWS02;600;2022-05-03 23:30:01 UTC;59187.15;8464.86;183748.48;6.74;200089.10;16325.55;16.94;13788.09;84.37
P2U-Bardon-LWS02;600;2022-05-03 23:40:01 UTC;7964.90;5320.28;185429.47;2.98;189620.54;3218.16;4.32;3220.79;99.95
P2U-Bardon-LWS02;600;2022-05-03 23:50:01 UTC;47.69;4916.69;188581.26;1.92;189436.01;27.07;141.19;168.22;99.98
P2U-Bardon-LWS02;600;2022-05-04 00:00:01 UTC;8794.46;5704.79;187892.94;699.91;193523.91;1383.36;1143.48;2255.04;89.24
P2U-Bardon-LWS02;600;2022-05-04 00:10:02 UTC;1593.57;5705.20;186445.49;347.20;188108.09;440.25;115.30;114.64;20.64
P2U-Bardon-LWS02;599;2022-05-04 00:20:01 UTC;15.63;5978.26;187783.95;0.17;188250.85;504.99;0.76;12.22;2.42
P2U-Bardon-LWS02;601;2022-05-04 00:30:01 UTC;12.56;5365.50;190564.11;0.15;191161.21;352.98;66.10;33.52;8.00
P2U-Bardon-LWS02;600;2022-05-04 00:40:01 UTC;459.37;6566.85;184968.18;0.94;188337.52;1400.93;717.07;579.25;27.35
P2U-Bardon-LWS02;600;2022-05-04 00:50:01 UTC;233.33;5860.09;188016.95;0.55;189381.66;142.66;4.23;146.50;99.73
P2U-Bardon-LWS02;599;2022-05-04 01:00:01 UTC;10366.00;5626.99;188905.53;710.05;193529.14;1843.51;344.36;2115.54;96.69
P2U-Bardon-LWS02;601;2022-05-04 01:10:01 UTC;1642.74;5927.37;187517.93;328.19;189270.46;729.14;52.73;439.66;56.23
P2U-Bardon-LWS02;600;2022-05-04 01:20:01 UTC;15.73;5693.44;190118.46;0.17;191224.73;131.98;23.44;108.52;69.83
P2U-Bardon-LWS02;600;2022-05-04 01:30:01 UTC;6.44;5432.45;188131.95;0.11;188728.12;62.24;270.69;5.05;1.52
P2U-Bardon-LWS02;600;2022-05-04 01:40:01 UTC;345.78;5632.24;187217.98;0.71;188978.14;1416.53;1450.02;578.30;20.17
P2U-Bardon-LWS02;600;2022-05-04 01:50:01 UTC;35.08;5449.97;186877.65;0.71;188055.01;30.15;0.70;30.79;99.82
P2U-Bardon-LWS02;600;2022-05-04 02:00:01 UTC;6658.16;5298.16;188714.99;689.06;193746.56;1062.41;485.37;1303.28;84.20
P2U-Bardon-LWS02;600;2022-05-04 02:10:01 UTC;237.44;5098.05;184578.63;19.62;187457.73;18.59;182.23;8.73;4.35
P2U-Bardon-LWS02;600;2022-05-04 02:20:01 UTC;14.10;5282.38;188851.66;0.09;191329.84;19.56;264.70;2.70;0.95
P2U-Bardon-LWS02;599;2022-05-04 02:30:01 UTC;455.00;5016.59;184991.74;0.21;186580.35;292.09;0.00;27.16;9.30
P2U-Bardon-LWS02;600;2022-05-04 02:40:01 UTC;235.10;5572.20;188765.68;1.94;191342.22;2330.63;482.80;658.90;23.42
P2U-Bardon-LWS02;600;2022-05-04 02:50:01 UTC;135.76;5580.64;188809.80;1.85;189460.82;18.10;2.83;18.11;86.54
P2U-Bardon-LWS02;599;2022-05-04 03:00:01 UTC;1729.50;5793.84;184343.15;94.13;192016.61;202.36;1908.75;364.70;17.28
P2U-Bardon-LWS02;600;2022-05-04 03:10:01 UTC;6.37;5921.48;187949.46;0.07;190228.11;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-04 03:20:01 UTC;7.77;5733.78;185524.80;0.06;186919.18;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-04 03:30:01 UTC;81.15;5764.33;188338.19;0.07;189405.61;206.19;94.31;14.05;4.68
P2U-Bardon-LWS02;600;2022-05-04 03:40:01 UTC;264.99;5874.59;188442.03;0.26;191096.97;1391.54;132.19;418.53;27.47
P2U-Bardon-LWS02;600;2022-05-04 03:50:01 UTC;20.45;5722.40;186464.52;0.69;187859.65;101.37;2.08;102.71;99.29
P2U-Bardon-LWS02;600;2022-05-04 04:00:01 UTC;2222.79;5189.89;187047.48;142.95;193862.97;392.96;446.76;465.29;55.41
P2U-Bardon-LWS02;600;2022-05-04 04:10:01 UTC;12.64;6106.20;189555.59;0.18;191127.09;269.81;247.94;48.71;9.41
P2U-Bardon-LWS02;600;2022-05-04 04:20:01 UTC;148.59;5949.53;186747.17;0.14;187567.81;295.75;202.31;78.25;15.71
P2U-Bardon-LWS02;600;2022-05-04 04:30:01 UTC;18.98;5567.88;189807.94;0.11;190337.74;141.61;211.14;13.33;3.78
P2U-Bardon-LWS02;600;2022-05-04 04:40:01 UTC;161.19;6295.08;190736.25;0.26;191932.63;675.33;679.33;215.04;15.87
P2U-Bardon-LWS02;600;2022-05-04 04:50:01 UTC;8.25;5614.65;187208.94;0.12;187949.56;119.89;30.68;110.93;73.67
P2U-Bardon-LWS02;600;2022-05-04 05:00:02 UTC;5772.35;5286.51;189311.68;385.37;196016.01;53.72;1556.35;1437.09;89.26
P2U-Bardon-LWS02;599;2022-05-04 05:10:01 UTC;500.95;7182.67;188325.92;0.29;190228.06;182.54;63.76;44.22;17.96
P2U-Bardon-LWS02;600;2022-05-04 05:20:01 UTC;594.52;5444.15;189241.82;0.18;190710.25;209.90;623.08;131.97;15.84
P2U-Bardon-LWS02;600;2022-05-04 05:30:01 UTC;35.77;5324.86;189512.00;0.09;190787.09;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-04 05:40:01 UTC;1399.31;5866.20;186568.36;0.28;189023.70;1976.89;146.94;482.81;22.73
P2U-Bardon-LWS02;600;2022-05-04 05:50:01 UTC;10.24;5032.70;188147.14;0.13;190403.64;10.43;0.00;10.41;99.79
P2U-Bardon-LWS02;601;2022-05-04 06:00:01 UTC;1322.52;4850.96;186177.79;305.97;193928.72;771.49;953.28;225.59;13.08
P2U-Bardon-LWS02;599;2022-05-04 06:10:01 UTC;20.98;5132.03;187502.74;0.26;189537.83;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-04 06:20:01 UTC;30.99;5673.49;188852.09;0.32;189398.52;49.21;111.48;8.58;5.34
P2U-Bardon-LWS02;600;2022-05-04 06:30:01 UTC;25.87;6311.14;186048.74;0.19;186141.94;215.43;232.05;17.17;3.84
P2U-Bardon-LWS02;600;2022-05-04 06:40:01 UTC;232.98;6445.10;188838.64;0.22;189522.36;883.75;94.19;494.94;50.61
P2U-Bardon-LWS02;600;2022-05-04 06:50:01 UTC;11.71;6295.19;188434.22;0.53;188690.98;145.73;20.09;135.23;81.55
P2U-Bardon-LWS02;600;2022-05-04 07:00:01 UTC;5158.71;6894.18;186607.57;936.05;191712.41;186.23;1643.88;1232.12;67.32
P2U-Bardon-LWS02;600;2022-05-04 07:10:01 UTC;980.34;6389.47;189193.34;196.04;190536.68;386.32;300.84;131.31;19.11
P2U-Bardon-LWS02;600;2022-05-04 07:20:01 UTC;20.60;6153.41;189513.25;0.21;189515.69;155.07;496.64;81.40;12.49
P2U-Bardon-LWS02;601;2022-05-04 07:30:01 UTC;17.97;6046.30;191422.69;0.09;190922.72;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-04 07:40:02 UTC;576.82;6817.24;191448.50;0.93;192613.50;1212.16;603.82;387.48;21.34
P2U-Bardon-LWS02;599;2022-05-04 07:50:01 UTC;63.90;7120.10;190850.91;1.39;190729.23;197.80;20.46;190.11;87.10
P2U-Bardon-LWS02;601;2022-05-04 08:00:02 UTC;4384.92;6254.80;190686.66;333.38;196413.55;767.65;1107.28;772.85;41.22
P2U-Bardon-LWS02;599;2022-05-04 08:10:01 UTC;175.73;6199.97;188054.72;0.23;188651.25;114.61;213.74;31.11;9.47
P2U-Bardon-LWS02;600;2022-05-04 08:20:01 UTC;94.40;6727.95;191138.64;0.30;190833.98;260.61;65.64;125.45;38.45
P2U-Bardon-LWS02;600;2022-05-04 08:30:01 UTC;169.25;7861.90;192465.01;0.26;193908.36;410.47;242.86;188.92;28.92
P2U-Bardon-LWS02;600;2022-05-04 08:40:01 UTC;1526.80;6798.41;188710.89;2.17;189890.74;1900.54;31.52;695.35;35.99
P2U-Bardon-LWS02;600;2022-05-04 08:50:01 UTC;1225.79;7323.91;189635.50;3.28;190462.27;605.06;284.12;718.05;80.75
P2U-Bardon-LWS02;600;2022-05-04 09:00:01 UTC;9291.79;11166.50;194126.33;730.06;203232.67;1188.49;1056.65;1401.73;62.43
P2U-Bardon-LWS02;600;2022-05-04 09:10:01 UTC;333.67;6676.56;192156.08;0.35;192784.00;305.40;42.35;236.17;67.91
P2U-Bardon-LWS02;600;2022-05-04 09:20:02 UTC;2113.84;7608.27;195136.63;0.37;195647.41;690.91;1299.69;305.43;15.34
P2U-Bardon-LWS02;600;2022-05-04 09:30:01 UTC;664.90;8703.03;189643.48;0.53;194534.63;430.02;2.44;167.41;38.71
P2U-Bardon-LWS02;600;2022-05-04 09:40:02 UTC;644.56;8868.60;193426.61;1.75;200853.83;1256.33;26.49;1113.09;86.77
P2U-Bardon-LWS02;599;2022-05-04 09:50:01 UTC;277.90;8679.35;192809.35;2.20;199072.70;150.55;64.88;214.88;99.74
P2U-Bardon-LWS02;601;2022-05-04 10:00:01 UTC;9069.81;6865.55;195870.71;733.41;205053.72;702.07;1311.67;1706.40;84.74
P2U-Bardon-LWS02;600;2022-05-04 10:10:02 UTC;557.65;5830.99;192369.58;88.59;194871.94;197.39;8.02;128.36;62.49
P2U-Bardon-LWS02;599;2022-05-04 10:20:01 UTC;249.50;7237.83;190258.60;0.09;194118.66;588.86;159.86;190.14;25.39
P2U-Bardon-LWS02;601;2022-05-04 10:30:01 UTC;255.58;6676.32;187847.68;0.68;190840.44;34.14;52.62;10.67;12.30
P2U-Bardon-LWS02;600;2022-05-04 10:40:02 UTC;1134.69;6466.95;184469.52;2.12;187907.95;2562.14;414.82;709.78;23.84
P2U-Bardon-LWS02;599;2022-05-04 10:50:01 UTC;718.24;7630.89;187833.18;2.61;188693.30;304.23;27.17;309.48;93.39
P2U-Bardon-LWS02;600;2022-05-04 11:00:01 UTC;9700.78;8047.64;192025.25;697.60;197630.15;768.81;1214.56;1843.24;92.93
P2U-Bardon-LWS02;600;2022-05-04 11:10:01 UTC;482.89;7609.34;193563.54;85.31;194636.56;1158.83;5.30;460.76;39.58
P2U-Bardon-LWS02;600;2022-05-04 11:20:01 UTC;340.42;7490.81;193983.18;0.17;194219.40;243.45;15.92;14.11;5.44
P2U-Bardon-LWS02;601;2022-05-04 11:30:01 UTC;212.13;7572.73;198633.55;0.18;199010.37;189.49;35.95;109.90;48.75
P2U-Bardon-LWS02;600;2022-05-04 11:40:01 UTC;539.05;8352.15;196297.43;1.36;198546.35;2419.93;104.51;698.89;27.68
P2U-Bardon-LWS02;600;2022-05-04 11:50:01 UTC;11163.71;11088.83;195662.72;2.27;202743.93;2523.02;9.86;2484.34;98.08
P2U-Bardon-LWS02;600;2022-05-04 12:00:01 UTC;11169.31;14480.77;197736.65;912.31;209519.84;2374.18;3.07;2361.34;99.33
P2U-Bardon-LWS02;600;2022-05-04 12:10:02 UTC;2021.47;7157.73;193754.62;377.16;194292.10;1319.25;195.71;478.22;31.57
P2U-Bardon-LWS02;599;2022-05-04 12:20:01 UTC;435.19;8249.33;198395.71;0.24;203165.17;479.69;620.65;57.87;5.26
P2U-Bardon-LWS02;601;2022-05-04 12:30:01 UTC;463.50;8815.57;192096.89;0.64;197708.02;1123.42;35.22;114.29;9.86
P2U-Bardon-LWS02;599;2022-05-04 12:40:01 UTC;453.32;8956.34;199077.42;0.74;205129.65;1282.92;26.16;1163.35;88.87
P2U-Bardon-LWS02;600;2022-05-04 12:50:01 UTC;332.01;8503.10;197351.22;0.71;202540.04;237.71;2.11;237.61;99.08
P2U-Bardon-LWS02;601;2022-05-04 13:00:02 UTC;9377.75;14155.62;193181.89;852.21;209727.74;1548.67;721.68;1801.33;79.34
P2U-Bardon-LWS02;599;2022-05-04 13:10:01 UTC;3693.78;10326.36;197107.91;485.90;202719.40;3278.29;264.46;599.01;16.91
P2U-Bardon-LWS02;600;2022-05-04 13:20:01 UTC;352.12;8016.63;199755.00;2.23;201707.66;305.67;16.62;211.99;65.78
P2U-Bardon-LWS02;600;2022-05-04 13:30:01 UTC;117.60;7217.62;197968.56;5.99;196441.13;200.16;0.00;199.11;99.48
P2U-Bardon-LWS02;600;2022-05-04 13:40:01 UTC;1095.07;10391.43;196367.15;0.59;202687.54;1313.15;38.07;1188.28;87.94
P2U-Bardon-LWS02;600;2022-05-04 13:50:01 UTC;171.54;7670.06;195441.16;0.40;201402.74;61.94;6.85;66.05;96.01
P2U-Bardon-LWS02;600;2022-05-04 14:00:01 UTC;10386.53;6693.65;196804.17;853.35;205212.83;2570.09;132.03;1919.13;71.02
P2U-Bardon-LWS02;600;2022-05-04 14:10:01 UTC;1854.13;5705.09;200370.94;373.81;201523.58;1076.91;491.93;183.95;11.73
P2U-Bardon-LWS02;600;2022-05-04 14:20:01 UTC;171.74;6296.58;197289.09;0.77;196730.82;311.47;246.89;113.29;20.29
